identifier_original	identifier_novel	name_original	name_novel	custom	metanetx	gene	enzyme
R4E525EE4	null	4 hydroxy tolbutamide exchange	4 hydroxy tolbutamide exchange	FALSE			
R4E5B5BF8	null	DM_thr_L_m	DM_thr_L_m	FALSE			
R4E679F18	null	Leukotriene C4 exchange	Leukotriene C4 exchange	FALSE			
R4E71B6E2	null	Nicotinate exchange	Nicotinate exchange	FALSE			
R4E789392	null	Gamma-glutamyl hydrolase (10FTHF7GLU), extracellular	Gamma-glutamyl hydrolase (10FTHF7GLU), extracellular	FALSE			
R4E81274B	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R4E950129	null	transport of L-Alanine into the intestinal cells by ATB0 transporter	transport of L-Alanine into the intestinal cells by ATB0 transporter	FALSE			
R4EA8BB79	null	Facilitated diffusion	Facilitated diffusion	FALSE			
R4EAC3F62	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R4EB5CD47	null	Antichymotrypsin exchange	Antichymotrypsin exchange	FALSE			
R4EBFC9FA	null			FALSE			
R4EF0EF34	null	choline, sodium cotransport	choline, sodium cotransport	FALSE			
R4F00B3EA	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R4F095EFC	null	OROTGLUt	OROTGLUt	FALSE			
R4F0C5811	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R4F320255	null	demand reaction for vitD3	demand reaction for vitD3	FALSE			
R4F4ED5E8	null	L-cysteine/glycine reversible exchanger	L-cysteine/glycine reversible exchanger	FALSE			
R4F62D0B1	null	ATP-binding Cassette (ABC) TCDB:3.A.1.208.9	ATP-binding Cassette (ABC) TCDB:3.A.1.208.9	FALSE			
R4FA7F9D4	null	D-Tagatose exchange	D-Tagatose exchange	FALSE			
R4FAB9FC	null	absorption or uptake of 13-docosenoic acid into cells	absorption or uptake of 13-docosenoic acid into cells	FALSE			
R4FB50D1B	null	adp exchange	adp exchange	FALSE			
R4FD5AA91	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R4FE35248	null	Postulated transport reaction	Postulated transport reaction	FALSE			
R4FE3E8E1	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R4FF0286F	null	sodium transport (uniport)	sodium transport (uniport)	FALSE			
R4FFDC5E4	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R503CC617	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R5046FD5	null	hydroxylated taxol exchange	hydroxylated taxol exchange	FALSE			
R506AE8B0	null	transport of L-Tyrosine into the intestinal cells by ATB0 transporter	transport of L-Tyrosine into the intestinal cells by ATB0 transporter	FALSE			
R506BF53E	null	ATP-binding Cassette (ABC) TCDB:3.A.1.208.15	ATP-binding Cassette (ABC) TCDB:3.A.1.208.15	FALSE			
R507C1807	null	Citrate exchange	Citrate exchange	FALSE			
R5084D25B	null	Glycerone phosphate phosphohydrolase (alkaline optimum) EC:3.1.3.1	Glycerone phosphate phosphohydrolase (alkaline optimum) EC:3.1.3.1	FALSE			
R50ADA3D3	null	Antitrypsin exchange	Antitrypsin exchange	FALSE			
R512411F8	null	exchange reaction for leucylglycine	exchange reaction for leucylglycine	FALSE			
R51467992	null	GP1c (homo sapiens) exchange	GP1c (homo sapiens) exchange	FALSE			
R516E94D3	null	L-3-Amino-isobutanoate exchange	L-3-Amino-isobutanoate exchange	FALSE			
R51737EF6	null	Protein degradation	Protein degradation	FALSE			
R517AF09B	null	Seratonin reversible transport in via sodium symport/potassium antiport (1:2)	Seratonin reversible transport in via sodium symport/potassium antiport (1:2)	FALSE			
R518ECE5C	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R51940E9A	null	D-Serine/Glycine reversible exchange	D-Serine/Glycine reversible exchange	FALSE			
R51A316AD	null	D-lactate exchange	D-lactate exchange	FALSE			
R51C8EC34	null	exchange reaction for Uridine	exchange reaction for Uridine	FALSE			
R51DCF5C	null	Vesicular transport	Vesicular transport	FALSE			
R51FBFF6F	null	D-fructose transport in via uniport	D-fructose transport in via uniport	FALSE			
R520B2729	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5212AC58	null	Fe(II):oxygen oxidoreductase Porphyrin and chlorophyll metabolism EC:1.16.3.1	Fe(II):oxygen oxidoreductase Porphyrin and chlorophyll metabolism EC:1.16.3.1	FALSE			
R521383A4	null	xenobiotic transport	xenobiotic transport	FALSE			
R5226A3A6	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R5226F111	null	VI3NeuAc-nLc6Cer exchange	VI3NeuAc-nLc6Cer exchange	FALSE			
R5230EC32	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R5244E543	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R52669C92	null	Protein degradation	Protein degradation	FALSE			
R52D619F	null	Protein degradation	Protein degradation	FALSE			
R531381F0	null	25-Hydroxyvitamin D2 exchange	25-Hydroxyvitamin D2 exchange	FALSE			
R531A0280	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R533FA7FE	null	Vesicular transport	Vesicular transport	FALSE			
R538DE0DD	null	crmp hs transport	crmp hs transport	FALSE			
R53B739C9	null	oligo-1,6-glucosidase (strch2 ->strch3), extracellular	oligo-1,6-glucosidase (strch2 ->strch3), extracellular	FALSE			
R53D6C099	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R53FE66C3	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R5444CFB0	null	Thymidine exchange	Thymidine exchange	FALSE			
R544BB84	null	prostaglandin H2(1-) exchange	prostaglandin H2(1-) exchange	FALSE			
R54B1EAA5	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R54B99231	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R54BBBFE9	null	Vesicular transport	Vesicular transport	FALSE			
R54D31543	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R54D45FA8	null	estradiol transport	estradiol transport	FALSE			
R54E6C711	null	T4 transport via bicarbonate countertransport	T4 transport via bicarbonate countertransport	FALSE			
R55150D8A	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R5547336	null			FALSE			
R555722AC	null	exchange reaction for L-alanine	exchange reaction for L-alanine	FALSE			
R5564976C	null	Norepinephrine uniport	Norepinephrine uniport	FALSE			
R559718EF	null	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 Protein assembly	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 Protein assembly	FALSE			
R559A17F6	null	L-lactate reversible transport via sodium symport	L-lactate reversible transport via sodium symport	FALSE			
R559BC11A	null	alpha-Linolenic acid exchange	alpha-Linolenic acid exchange	FALSE			
R55A401FD	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R55B3F91C	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R55BDF261	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R55BE614B	null	ADPribose exchange	ADPribose exchange	FALSE			
R55C84004	null	exchange reaction for cholate	exchange reaction for cholate	FALSE			
R55D14C1A	null	L-Arabinitol exchange	L-Arabinitol exchange	FALSE			
R55D8BEBD	null	4-Nitrophenyl sulfate exchange	4-Nitrophenyl sulfate exchange	FALSE			
R5602604D	null	DM_HC00009_r	DM_HC00009_r	FALSE			
R563641A6	null	Active transport	Active transport	FALSE			
R563FAC18	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R565A72C3	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R565DD00A	null	ribose transport via diffusion	ribose transport via diffusion	FALSE			
R56997849	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R56A290BF	null	chondroitin sulfate D transport, extracellular to lysosome	chondroitin sulfate D transport, extracellular to lysosome	FALSE			
R56C684E8	null	sulfate transport via oxalate countertransport (2:1)	sulfate transport via oxalate countertransport (2:1)	FALSE			
R57053B8	null	ebastine exchange	ebastine exchange	FALSE			
R570E51C6	null	exchange reaction for Deoxycytidine	exchange reaction for Deoxycytidine	FALSE			
R57129840	null	APOB exchange	APOB exchange	FALSE			
R572003BB	null	Superoxide anion exchange	Superoxide anion exchange	FALSE			
R5746B7F5	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R5756FC36	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5759751	null	T9 Protein assembly	T9 Protein assembly	FALSE			
R57B0E71	null	exchange reaction for blirubin mono-glucuronide	exchange reaction for blirubin mono-glucuronide	FALSE			
R57F7F4EB	null	5 alpha dihydrotesterone transport	5 alpha dihydrotesterone transport	FALSE			
R583A41D8	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R58443A31	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R5850BEC9	null	L-cystine/glycine exchanger (cystine in)	L-cystine/glycine exchanger (cystine in)	FALSE			
R5851DFA0	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R585B0245	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R585B833	null	release of nicotinate at the basolateral surface	release of nicotinate at the basolateral surface	FALSE			
R5862A893	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R586CC23D	null	GD1c (homo sapiens) exchange	GD1c (homo sapiens) exchange	FALSE			
R587A6B82	null	fatty acid electroneutral transport	fatty acid electroneutral transport	FALSE			
R5880A8D5	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R58A7A488	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R58E79459	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5919EB32	null	Estrone 3-sulfate exchange	Estrone 3-sulfate exchange	FALSE			
R59666C41	null	androsterone transport	androsterone transport	FALSE			
R596A87E	null	gq1balpha hs transport	gq1balpha hs transport	FALSE			
R596FDB0E	null	Phosphate exchange	Phosphate exchange	FALSE			
R5984717D	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R5991FBCA	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
R59A1B6E8	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R59B06DD7	null	acn13acngalgbside hs transport	acn13acngalgbside hs transport	FALSE			
R59B666BE	null	octadecenoate (n-C18:1) exchange	octadecenoate (n-C18:1) exchange	FALSE			
R59B70304	null	transport of L-Cystine into the cell in exchange for L-Leucine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.	transport of L-Cystine into the cell in exchange for L-Leucine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.	FALSE			
R59BDAE8	null	D-proline reversible transport via proton symport	D-proline reversible transport via proton symport	FALSE			
R59DB8C3B	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5A0D8ABB	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R5A1007B6	null	L-alanine/glutamine reversible exchange	L-alanine/glutamine reversible exchange	FALSE			
R5A322583	null	Methanol diffusion	Methanol diffusion	FALSE			
R5A32D46F	null	Exchange of gamma-Glutamyl-beta-cyanoalanine	Exchange of gamma-Glutamyl-beta-cyanoalanine	FALSE			
R5A3A5BF1	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5A4761EE	null	Plasminogen Protein assembly	Plasminogen Protein assembly	FALSE			
R5A492B48	null	L-serine/L-threonine Na-dependent exchange (Thr-L in)	L-serine/L-threonine Na-dependent exchange (Thr-L in)	FALSE			
R5A667F25	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5A696DD3	null	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan exchange	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan exchange	FALSE			
R5A794D4C	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R5AB67405	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R5ABB79C5	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R5ABD8BAC	null	apolipoprotein B Protein assembly	apolipoprotein B Protein assembly	FALSE			
R5B6E3120	null	globoside (homo sapiens) exchange	globoside (homo sapiens) exchange	FALSE			
R5B8D4B5D	null	exchange reaction for Glycine	exchange reaction for Glycine	FALSE			
R5BECAA6F	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5C0999FB	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5C3717C9	null	Phosphatidylcholine (homo sapiens) exchange	Phosphatidylcholine (homo sapiens) exchange	FALSE			
R5C38FAFE	null	transport of L-Cysteine into the intestinal cells by ATB0 transporter	transport of L-Cysteine into the intestinal cells by ATB0 transporter	FALSE			
R5C47C878	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R5C4DB47C	null	L-lactate reversible transport via proton symport	L-lactate reversible transport via proton symport	FALSE			
R5C54A065	null	Active transport	Active transport	FALSE			
R5C5B43A6	null	Glycocholate exchange	Glycocholate exchange	FALSE			
R5C6BCBE7	null	uptake of food iron by DMT1 transporter	uptake of food iron by DMT1 transporter	FALSE			
R5C865724	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5C8B0B7	null	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 Protein assembly	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 Protein assembly	FALSE			
R5CA54B6F	null	Adenosine deaminase, extracellular	Adenosine deaminase, extracellular	FALSE			
R5CC9A1B4	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5CF4536D	null	L-serine/L-glutamine Na-dependent exchange (Ser-L in)	L-serine/L-glutamine Na-dependent exchange (Ser-L in)	FALSE			
R5D0A6CBE	null	chondroitin sulfate A transport, extracellular to lysosome	chondroitin sulfate A transport, extracellular to lysosome	FALSE			
R5D410D40	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R5D6F935	null	3-Ketolactose galactohydrolase Galactose metabolism EC:3.2.1.23	3-Ketolactose galactohydrolase Galactose metabolism EC:3.2.1.23	FALSE			
R5D8EB109	null	exchange reaction for Folate	exchange reaction for Folate	FALSE			
R5D9A39B2	null	bilirubin beta-diglucuronide transport MDR	bilirubin beta-diglucuronide transport MDR	FALSE			
R5DCB85CC	null	Limonene exchange	Limonene exchange	FALSE			
R5DDAFBDC	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
R5E1EF8A9	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
R5E4F5591	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R5E6D10C0	null	bicarbonate transport (HCl/NaHCO3 exchange)	bicarbonate transport (HCl/NaHCO3 exchange)	FALSE			
R5E7B328E	null	s2l2fn2m2masn transport, Golgi to extracellular	s2l2fn2m2masn transport, Golgi to extracellular	FALSE			
R5EBACEE6	null	alpha-N-Phenylacetyl-L-glutamine exchange	alpha-N-Phenylacetyl-L-glutamine exchange	FALSE			
R5EBE75B7	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5EC42F7F	null	exchange reaction for D-Glucosamine	exchange reaction for D-Glucosamine	FALSE			
R5EC4F4CB	null	9-O-Acetylated GD3 (homo sapiens) exchange	9-O-Acetylated GD3 (homo sapiens) exchange	FALSE			
R5ED9610	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R5F48A0CB	null	cortisol Exchange	cortisol Exchange	FALSE			
R5F8CCA1D	null	dTDP diphosphohydrolase Pyrimidine metabolism EC:3.6.1.5	dTDP diphosphohydrolase Pyrimidine metabolism EC:3.6.1.5	FALSE			
R5FAA584	null	GQ1b (homo sapiens) exchange	GQ1b (homo sapiens) exchange	FALSE			
R5FAD17E9	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R5FD7992B	null	ADPribose transport	ADPribose transport	FALSE			
R6045C78D	null	leukotriene D4 exchange	leukotriene D4 exchange	FALSE			
R604AE269	null	Retinol exchange	Retinol exchange	FALSE			
R604D7B66	null	3-amino-isobutyrate transport	3-amino-isobutyrate transport	FALSE			
R605570A6	null	glycine transport via sodium symport	glycine transport via sodium symport	FALSE			
R6056629E	null	Protein degradation	Protein degradation	FALSE			
R606D3A46	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R609C4401	null	Chenodeoxyglycocholate exchange	Chenodeoxyglycocholate exchange	FALSE			
R60AF8B96	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
R60BDA0AE	null	triacylglycerol transport	triacylglycerol transport	FALSE			
R60EC1FA3	null	EX_xoltriol	EX_xoltriol	FALSE			
R60FFE528	null	transport of L-Ornithine into the cell in exchange for L-Alanine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.	transport of L-Ornithine into the cell in exchange for L-Alanine by b0,+AT transporter at the apical surfaces of the membranes of small intestine and renal cells.	FALSE			
R612D7964	null	prostaglandine E1 transport (ATP-dependent)	prostaglandine E1 transport (ATP-dependent)	FALSE			
R61714A83	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
R617312B5	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
R617729A2	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R61D2891A	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
R620ACAAC	null	hexanoate transport via diffusion	hexanoate transport via diffusion	FALSE			
R6237DE9F	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
R624EA9EB	null	transport of 3-hydroxydodecanoyl carnitine into extra cellular space	transport of 3-hydroxydodecanoyl carnitine into extra cellular space	FALSE			
R625DC447	null	Ornithine exchange	Ornithine exchange	FALSE			
R628FFDDD	null	dTTP nucleotidohydrolase Pyrimidine metabolism EC:3.6.1.39	dTTP nucleotidohydrolase Pyrimidine metabolism EC:3.6.1.39	FALSE			
R6291875E	null	transport of Methionine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	transport of Methionine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	FALSE			
